epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4826388955116272,0.0010000000474974513,1.5165507793426514,0.2056359499692917,2.904587984085083
1,0.5949356555938721,0.0010000000474974513,1.1347503662109375,0.5712109804153442,1.147751808166504
2,0.6388888955116272,0.0010000000474974513,0.9809955954551697,0.5955826640129089,1.2102978229522705
3,0.688092827796936,0.0010000000474974513,0.8428308963775635,0.6580350399017334,0.900322675704956
4,0.7267953753471375,0.0010000000474974513,0.7356960773468018,0.6534653306007385,0.9687684774398804
5,0.7500846982002258,0.0010000000474974513,0.6718699336051941,0.5643564462661743,1.4644756317138672
6,0.7791327834129333,0.0010000000474974513,0.6062156558036804,0.6527037024497986,0.9819352030754089
7,0.8225778937339783,0.0010000000474974513,0.4854692220687866,0.6374714374542236,1.0614277124404907
8,0.87889564037323,0.0005000000237487257,0.33868545293807983,0.706778347492218,0.9128109216690063
9,0.9253895878791809,0.0005000000237487257,0.22800493240356445,0.7433358430862427,0.853818416595459
10,0.9529979825019836,0.0005000000237487257,0.15666760504245758,0.7387661933898926,0.9018202424049377
11,0.9571477174758911,0.0005000000237487257,0.13368503749370575,0.7326732873916626,0.9664342999458313
12,0.9710366129875183,0.0005000000237487257,0.10040971636772156,0.7265803217887878,1.1069566011428833
13,0.96875,0.0005000000237487257,0.1017398089170456,0.7418126463890076,1.0797092914581299
14,0.9812839031219482,0.0002500000118743628,0.06492555141448975,0.7387661933898926,1.0462666749954224
15,0.9861958026885986,0.0002500000118743628,0.050261929631233215,0.7395278215408325,1.0538991689682007
16,0.9921239614486694,0.0002500000118743628,0.03691338747739792,0.7387661933898926,1.1138631105422974
17,0.9925474524497986,0.0002500000118743628,0.030267633497714996,0.7395278215408325,1.168826937675476
18,0.9945799708366394,0.0001250000059371814,0.026685014367103577,0.7418126463890076,1.1266894340515137
19,0.9957655668258667,0.0001250000059371814,0.02050582505762577,0.7440974712371826,1.1288622617721558
